"","geneIDs","geneIDX","zscores","pvals","adj.pvals","significant"
"1326","CD99",470,1.915887,0.0553794805565357,0.226008915813068,"FALSE"
"1327","TMEM17",7122,1.915775,0.0553937411967496,0.226008915813068,"FALSE"
"1328","NUPR1",12209,1.915527,0.0554253292195507,0.226008915813068,"FALSE"
"1329","MORN4",11001,1.914727,0.0555273283953749,0.226028383036499,"FALSE"
"1330","ICAM3",698,1.91447,0.0555601288059055,0.226103444830442,"FALSE"
"1331","TFCP2",15093,1.914347,0.0555758327681373,0.226108911352538,"FALSE"
"1332","GRB10",2048,1.913525,0.055680876169529,0.226258003843275,"FALSE"
"1333","UBXN8",8923,1.912868,0.0557649531059881,0.226527137939572,"FALSE"
"1334","SNHG5",13265,1.912212,0.0558490075606133,0.226751579175311,"FALSE"
"1335","TPT1",10920,1.911372,0.055956792322343,0.227129415586296,"FALSE"
"1336","SOX8",8282,1.910752,0.056036458823358,0.227308986889977,"FALSE"
